Age,Gender,Profession,Marital_status,Education,No_of_Dependents,Personal_loan,House_loan,Partner_working,Salary,Partner_salary,Total_salary
43,Male,Business,Married,Post Graduate,1.0,No,Yes,Yes,50666,47769.0,98435.0
31,Female,Salaried,Single,Graduate,3.0,No,No,No,48548,0.0,48548.0
42,Female,Salaried,Married,Graduate,1.0,No,No,Yes,76547,92260.0,168807.0
53,Male,Salaried,Married,Post Graduate,0.0,Yes,No,Yes,102917,70816.0,173733.0
24,Male,Business,Single,Post Graduate,4.0,No,Yes,Yes,58080,29661.0,87741.0
22,Male,Salaried,Married,Graduate,0.0,No,Yes,No,107967,0.0,107967.0
41,Male,Salaried,Married,Graduate,0.0,No,No,Yes,39719,78763.0,118482.0
50,Male,Salaried,Married,Graduate,4.0,No,No,Yes,41656,80442.0,122098.0
33,Male,Salaried,Single,Graduate,1.0,No,No,Yes,38604,67715.0,106319.0
41,Male,Business,Married,Post Graduate,2.0,Yes,No,Yes,97200,66426.0,163626.0
24,Female,Salaried,Married,Post Graduate,1.0,No,No,Yes,106513,27976.0,134489.0
59,Female,Business,Single,Post Graduate,3.0,No,No,No,38204,0.0,38204.0
47,Male,Salaried,Single,Graduate,2.0,No,No,No,91549,0.0,91549.0
24,Male,Salaried,Single,Post Graduate,4.0,No,No,No,84621,0.0,84621.0
50,Female,Salaried,Single,Graduate,0.0,No,No,Yes,70980,30791.0,101771.0
32,,,Single,Graduate,,Yes,No,Yes,37097,,
37,Male,Salaried,Married,Graduate,3.0,No,No,No,50366,0.0,50366.0
56,Female,Business,Single,Graduate,0.0,No,No,Yes,82200,26739.0,108939.0
51,Male,Business,Married,Graduate,4.0,No,No,Yes,67849,82851.0,150700.0
39,Female,Salaried,Single,Post Graduate,0.0,No,No,Yes,42837,48576.0,91413.0
32,Male,Business,Married,Graduate,3.0,No,No,Yes,57140,90834.0,147974.0
54,Male,Salaried,Single,Graduate,0.0,No,No,Yes,36550,65504.0,102054.0
56,Male,Salaried,Single,Graduate,0.0,No,No,No,75072,0.0,75072.0
40,Femal,Business,Single,Graduate,2.0,No,No,Yes,59600,88477.0,148077.0
44,Male,Salaried,Married,Graduate,0.0,Yes,No,Yes,48699,29591.0,78290.0
29,Female,Salaried,Married,Graduate,1.0,Yes,No,No,72483,0.0,72483.0
24,Female,Salaried,Single,Post Graduate,2.0,Yes,No,Yes,58493,70009.0,128502.0
59,Female,Business,Married,Post Graduate,3.0,No,Yes,Yes,71464,88253.0,159717.0
38,Female,Salaried,Single,Graduate,3.0,No,No,Yes,44271,64647.0,108918.0
36,Female,Business,Married,Post Graduate,4.0,No,No,Yes,59059,86595.0,145654.0
52,Male,Business,Single,Graduate,4.0,No,No,No,90739,0.0,90739.0
46,Male,Salaried,Married,Post Graduate,2.0,No,Yes,Yes,108165,60237.0,168402.0
47,,,Married,Graduate,,Yes,No,Yes,61943,,
41,Female,Salaried,Married,Graduate,4.0,No,No,Yes,84332,74409.0,158741.0
30,Male,Business,Single,Post Graduate,1.0,No,No,No,70813,0.0,70813.0
33,Female,Salaried,Married,Post Graduate,2.0,Yes,No,No,83025,0.0,83025.0
29,,,Single,Post Graduate,,No,No,Yes,63096,,
23,Male,Salaried,Married,Post Graduate,2.0,Yes,No,No,43586,0.0,43586.0
41,Male,Business,Single,Post Graduate,3.0,No,Yes,No,32095,0.0,32095.0
57,Male,Business,Single,Post Graduate,1.0,No,No,No,31464,0.0,31464.0
32,,,Single,Graduate,,No,No,Yes,91175,,
33,Female,Salaried,Single,Post Graduate,1.0,Yes,No,Yes,69401,43358.0,112759.0
49,Male,Salaried,Single,Graduate,0.0,No,No,Yes,69231,70262.0,139493.0
28,Female,Business,Single,Graduate,0.0,No,No,No,42288,0.0,42288.0
34,Male,Salaried,Married,Graduate,2.0,Yes,No,No,66818,0.0,66818.0
43,Female,Salaried,Married,Graduate,1.0,No,No,No,79449,0.0,79449.0
46,Female,Salaried,Married,Graduate,4.0,No,No,Yes,76689,57310.0,133999.0
41,Male,Salaried,Single,Post Graduate,4.0,No,No,No,73740,0.0,73740.0
42,,,Married,Graduate,,Yes,No,Yes,97904,,
23,Male,Business,Married,Post Graduate,3.0,No,No,No,78638,0.0,78638.0
57,Female,Salaried,Married,Graduate,0.0,No,No,Yes,30335,87969.0,118304.0
46,Female,Salaried,Married,Graduate,2.0,No,No,Yes,61816,79181.0,140997.0
51,,,Single,Graduate,,No,No,Yes,49728,,
28,Female,Business,Married,Post Graduate,0.0,No,No,Yes,31578,32346.0,63924.0
29,Female,Business,Married,Graduate,3.0,No,No,Yes,79382,55819.0,135201.0
40,Female,Salaried,Married,Graduate,1.0,No,No,Yes,99075,87974.0,187049.0
39,Male,Business,Single,Graduate,4.0,Yes,No,Yes,91160,89467.0,180627.0
44,Female,Business,Married,Graduate,4.0,No,No,Yes,38989,63658.0,102647.0
30,Female,Salaried,Married,Graduate,4.0,No,No,Yes,53056,74998.0,128054.0
39,Male,Business,Single,Graduate,1.0,No,No,No,86507,0.0,86507.0
43,Female,Salaried,Married,Post Graduate,4.0,No,No,Yes,30795,88208.0,119003.0
57,Female,Salaried,Married,Graduate,0.0,No,No,No,44412,0.0,44412.0
43,Male,Salaried,Married,Graduate,1.0,No,Yes,Yes,83828,60898.0,144726.0
52,Female,Business,Married,Graduate,3.0,No,No,Yes,81175,68512.0,149687.0
57,Male,Business,Married,Post Graduate,3.0,No,No,Yes,69457,36837.0,106294.0
53,Female,Salaried,Single,Graduate,1.0,No,No,Yes,44182,30016.0,74198.0
29,,,Single,Graduate,,Yes,No,No,31418,,
50,Female,Business,Single,Graduate,3.0,Yes,No,No,119752,0.0,119752.0
22,Male,Salaried,Married,Graduate,0.0,Yes,No,No,114765,0.0,114765.0
48,Male,Business,Married,Graduate,1.0,Yes,No,No,85913,0.0,85913.0
29,Male,Business,Single,Graduate,1.0,No,No,Yes,75107,36506.0,111613.0
57,Female,Business,Single,Graduate,1.0,No,No,Yes,79149,75301.0,154450.0
37,Male,Salaried,Single,Post Graduate,2.0,No,Yes,No,86657,0.0,86657.0
52,Female,Salaried,Married,Graduate,0.0,No,No,No,42629,0.0,42629.0
46,Female,Salaried,Single,Graduate,0.0,No,No,Yes,83651,89169.0,172820.0
35,Female,Salaried,Single,Graduate,4.0,No,Yes,No,54723,0.0,54723.0
24,Female,Business,Single,Graduate,3.0,No,No,No,75444,0.0,75444.0
53,Female,Business,Married,Graduate,3.0,No,Yes,Yes,86305,29484.0,115789.0
32,Female,Salaried,Single,Graduate,3.0,No,Yes,Yes,40727,58281.0,99008.0
40,Male,Business,Single,Graduate,2.0,No,No,Yes,104063,55222.0,159285.0
42,Female,Salaried,Married,Graduate,4.0,Yes,No,No,30586,0.0,30586.0
33,Male,Business,Single,Graduate,3.0,No,No,No,45898,0.0,45898.0
55,Femal,Business,Married,Post Graduate,3.0,No,No,No,106318,0.0,106318.0
42,,,Married,Graduate,,No,No,Yes,110894,,
57,,,Single,Graduate,,Yes,No,No,119617,,
31,Male,Salaried,Married,Graduate,1.0,No,No,Yes,42880,55136.0,98016.0
23,Male,Salaried,Single,Graduate,1.0,Yes,No,No,100392,0.0,100392.0
36,Female,Salaried,Married,Graduate,0.0,No,No,Yes,74211,91034.0,165245.0
42,Male,Salaried,Married,Post Graduate,0.0,No,No,No,73856,0.0,73856.0
23,Female,Business,Married,Graduate,1.0,No,No,No,49096,0.0,49096.0
56,Male,Salaried,Single,Graduate,4.0,No,Yes,Yes,93468,69278.0,162746.0
53,Female,Salaried,Single,Graduate,1.0,No,No,No,69712,0.0,69712.0
35,Female,Salaried,Married,Post Graduate,0.0,No,Yes,Yes,79726,29576.0,109302.0
50,Male,Salaried,Married,Graduate,1.0,No,No,Yes,53578,45368.0,98946.0
45,Male,Salaried,Married,Graduate,3.0,No,No,Yes,117425,75604.0,193029.0
58,,,Married,Post Graduate,,No,No,Yes,94002,,
37,Female,Salaried,Married,Graduate,0.0,No,Yes,Yes,39472,36929.0,76401.0
57,Male,Salaried,Single,Post Graduate,3.0,No,No,Yes,97216,36455.0,133671.0
29,Male,Salaried,Married,Graduate,0.0,No,No,Yes,52235,65394.0,117629.0
30,Male,Salaried,Single,Post Graduate,2.0,No,No,Yes,99075,28265.0,127340.0
38,Female,Salaried,Married,Graduate,4.0,Yes,No,No,97669,0.0,97669.0
42,Female,Business,Single,Post Graduate,3.0,No,No,Yes,91520,31023.0,122543.0
36,Female,Salaried,Single,Post Graduate,4.0,Yes,No,No,70953,0.0,70953.0
43,Female,Salaried,Married,Post Graduate,1.0,Yes,No,Yes,107236,69944.0,177180.0
28,Female,Salaried,Married,Post Graduate,0.0,No,No,Yes,33932,79278.0,113210.0
43,Male,Business,Married,Graduate,3.0,No,No,Yes,85221,52616.0,137837.0
22,Male,Salaried,Married,Post Graduate,0.0,No,Yes,Yes,89050,52860.0,141910.0
43,Female,Salaried,Married,Graduate,3.0,No,Yes,Yes,117272,82152.0,199424.0
25,Female,Salaried,Married,Post Graduate,4.0,No,No,Yes,52600,44045.0,96645.0
30,Male,Salaried,Married,Post Graduate,3.0,No,Yes,Yes,63794,79563.0,143357.0
45,Female,Business,Married,Post Graduate,1.0,No,No,Yes,107088,87144.0,194232.0
46,Female,Business,Married,Graduate,1.0,No,No,Yes,112383,84346.0,196729.0
42,Male,Business,Married,Graduate,0.0,Yes,No,Yes,51232,89438.0,140670.0
47,Male,Salaried,Married,Post Graduate,3.0,No,Yes,No,66964,0.0,66964.0
55,Male,Business,Married,Graduate,4.0,Yes,No,No,32419,0.0,32419.0
58,Female,Business,Married,Graduate,2.0,No,No,No,41961,0.0,41961.0
35,Male,Salaried,Married,Graduate,0.0,No,No,No,90618,0.0,90618.0
25,Female,Salaried,Married,Post Graduate,0.0,No,No,No,101502,0.0,101502.0
22,Female,Business,Married,Graduate,2.0,No,No,Yes,93655,51556.0,145211.0
47,,,Single,Graduate,,Yes,No,No,114350,,
46,Male,Salaried,Married,Graduate,4.0,Yes,No,No,60801,0.0,60801.0
27,Male,Business,Married,Graduate,3.0,No,No,Yes,93138,38010.0,131148.0
35,Male,Salaried,Married,Graduate,1.0,Yes,No,No,60525,0.0,60525.0
39,Male,Business,Married,Graduate,1.0,Yes,No,Yes,44892,39253.0,84145.0
39,Male,Salaried,Married,Graduate,1.0,Yes,No,No,71228,0.0,71228.0
55,Female,Business,Single,Graduate,2.0,No,Yes,No,94121,0.0,94121.0
34,Male,Salaried,Married,Post Graduate,2.0,Yes,No,Yes,113317,32681.0,145998.0
34,Female,Salaried,Single,Post Graduate,1.0,Yes,No,No,47410,0.0,47410.0
36,Male,Business,Married,Post Graduate,4.0,No,No,Yes,75945,36493.0,112438.0
45,Female,Salaried,Single,Graduate,2.0,Yes,No,Yes,58858,43870.0,102728.0
54,Female,Salaried,Married,Graduate,2.0,No,No,Yes,49552,57566.0,107118.0
34,Female,Salaried,Married,Graduate,3.0,No,Yes,No,39401,0.0,39401.0
50,Female,Salaried,Married,Graduate,4.0,No,Yes,No,117619,0.0,117619.0
25,Male,Salaried,Single,Post Graduate,3.0,No,No,No,32836,0.0,32836.0
48,Male,Salaried,Single,Graduate,4.0,No,No,Yes,59832,84675.0,144507.0
31,Male,Salaried,Single,Post Graduate,2.0,No,No,Yes,93427,89888.0,183315.0
56,Male,Business,Single,Post Graduate,0.0,No,No,Yes,35502,71099.0,106601.0
26,Female,Salaried,Single,Graduate,0.0,No,No,Yes,114110,76517.0,190627.0
52,Female,Business,Married,Graduate,1.0,Yes,No,Yes,117205,82125.0,199330.0
29,,,Single,Graduate,,No,No,No,60299,,
25,Female,Salaried,Married,Graduate,4.0,No,No,Yes,118737,87394.0,206131.0
42,Female,Business,Single,Graduate,0.0,No,No,Yes,74482,59173.0,133655.0
51,Female,Salaried,Married,Graduate,3.0,No,No,Yes,61076,67642.0,128718.0
42,Male,Salaried,Married,Graduate,1.0,No,No,No,33424,0.0,33424.0
53,Female,Salaried,Married,Graduate,3.0,No,No,Yes,95469,73983.0,169452.0
30,,,Married,Graduate,,Yes,No,Yes,108040,,
40,Male,Salaried,Married,Post Graduate,2.0,No,No,Yes,37793,47036.0,84829.0
42,Female,Salaried,Single,Post Graduate,1.0,No,No,Yes,113048,27224.0,140272.0
38,Male,Business,Married,Graduate,2.0,No,No,Yes,51946,69247.0,121193.0
36,Male,Salaried,Married,Graduate,2.0,No,Yes,Yes,30911,69339.0,100250.0
39,Male,Business,Single,Post Graduate,2.0,No,Yes,Yes,44013,93046.0,137059.0
51,Female,Salaried,Married,Graduate,4.0,No,No,Yes,94905,61531.0,156436.0
35,Female,Salaried,Married,Graduate,1.0,No,No,No,90470,0.0,90470.0
49,Female,Business,Married,Graduate,4.0,No,No,Yes,80422,64432.0,144854.0
51,Male,Business,Married,Post Graduate,3.0,No,No,Yes,75720,68584.0,144304.0
46,Male,Salaried,Married,Graduate,4.0,No,No,Yes,34132,59540.0,93672.0
43,Female,Salaried,Married,Post Graduate,1.0,No,No,No,118519,0.0,118519.0
31,Female,Salaried,Married,Post Graduate,0.0,No,No,Yes,103465,86778.0,190243.0
59,Female,Salaried,Married,Graduate,2.0,Yes,No,Yes,75270,59527.0,134797.0
30,Male,Business,Single,Graduate,0.0,Yes,No,Yes,114881,88875.0,203756.0
44,Male,Business,Married,Graduate,0.0,No,No,Yes,88354,48385.0,136739.0
34,Male,Salaried,Married,Post Graduate,4.0,No,No,No,38949,0.0,38949.0
24,Male,Business,Married,Post Graduate,3.0,No,No,No,103992,0.0,103992.0
35,Female,Salaried,Married,Post Graduate,3.0,No,No,Yes,56649,84345.0,140994.0
58,Femal,Business,Married,Graduate,2.0,Yes,Yes,Yes,79778,26777.0,106555.0
46,Male,Salaried,Married,Post Graduate,0.0,No,Yes,Yes,102663,47183.0,149846.0
46,Male,Business,Married,Graduate,2.0,No,No,No,44092,0.0,44092.0
57,Female,Business,Single,Graduate,1.0,No,No,Yes,79149,75301.0,154450.0
55,Male,Salaried,Single,Graduate,2.0,No,Yes,Yes,37915,75141.0,113056.0
29,Female,Salaried,Married,Graduate,1.0,No,No,Yes,100352,78548.0,178900.0
41,Male,Salaried,Single,Post Graduate,2.0,No,No,No,97812,0.0,97812.0
32,Male,Business,Married,Post Graduate,3.0,No,No,No,102448,0.0,102448.0
26,Female,Business,Married,Graduate,3.0,No,No,Yes,48378,51891.0,100269.0
41,Female,Salaried,Married,Graduate,1.0,No,No,No,87037,0.0,87037.0
33,Female,Salaried,Single,Graduate,1.0,No,No,Yes,92098,55873.0,147971.0
55,Female,Salaried,Married,Graduate,3.0,No,No,Yes,62016,42212.0,104228.0
30,Male,Business,Single,Graduate,3.0,No,No,Yes,109131,54644.0,163775.0
38,Male,Business,Single,Post Graduate,2.0,No,Yes,No,65662,0.0,65662.0
32,Male,Salaried,Single,Graduate,0.0,No,No,Yes,91011,58860.0,149871.0
38,Female,Salaried,Single,Post Graduate,0.0,No,No,Yes,119402,45699.0,165101.0
47,Male,Business,Married,Graduate,3.0,Yes,No,Yes,81421,37343.0,118764.0
47,Male,Salaried,Married,Graduate,3.0,No,No,No,49888,0.0,49888.0
49,Femal,Salaried,Single,Graduate,1.0,No,Yes,Yes,45447,71334.0,116781.0
48,Male,Salaried,Married,Graduate,0.0,No,No,Yes,36380,45737.0,82117.0
44,Female,Business,Married,Graduate,3.0,No,No,Yes,100512,31029.0,131541.0
50,Male,Business,Married,Graduate,0.0,No,No,Yes,115392,78709.0,194101.0
38,Female,Business,Married,Post Graduate,0.0,No,No,Yes,48079,26908.0,74987.0
52,Female,Salaried,Married,Graduate,4.0,No,No,Yes,42614,91611.0,134225.0
35,Female,Salaried,Married,Graduate,3.0,No,No,Yes,106693,64787.0,171480.0
26,Male,Salaried,Married,Graduate,1.0,No,No,Yes,100581,33746.0,134327.0
58,Male,Salaried,Married,Graduate,4.0,No,Yes,Yes,107437,59358.0,166795.0
46,Male,Business,Married,Graduate,1.0,No,No,Yes,33052,59031.0,92083.0
26,Female,Salaried,Married,Graduate,3.0,No,No,Yes,96653,68379.0,165032.0
33,Male,Business,Married,Post Graduate,1.0,No,Yes,Yes,62943,75637.0,138580.0
58,Male,Business,Single,Graduate,2.0,No,No,Yes,61573,67516.0,129089.0
30,Male,Business,Single,Graduate,4.0,No,No,Yes,55732,49682.0,105414.0
27,Female,Salaried,Single,Post Graduate,1.0,No,No,Yes,39861,56131.0,95992.0
43,Male,Business,Married,Graduate,3.0,No,No,Yes,97848,34923.0,132771.0
34,Female,Business,Married,Post Graduate,0.0,Yes,No,Yes,84126,50492.0,134618.0
48,Male,Salaried,Married,Graduate,0.0,No,No,Yes,76464,92270.0,168734.0
26,Female,Business,Married,Graduate,2.0,No,No,Yes,114153,65295.0,179448.0
53,Male,Business,Married,Graduate,0.0,No,No,No,106950,0.0,106950.0
40,Male,Salaried,Single,Graduate,2.0,No,Yes,Yes,43636,79182.0,122818.0
49,Female,Business,Married,Post Graduate,0.0,No,No,Yes,72982,63041.0,136023.0
26,Male,Salaried,Married,Graduate,4.0,No,No,Yes,59660,56919.0,116579.0
49,Male,Salaried,Married,Graduate,4.0,No,No,No,46721,0.0,46721.0
46,Male,Business,Married,Post Graduate,1.0,No,No,Yes,38824,81776.0,120600.0
30,Female,Salaried,Married,Graduate,4.0,No,No,Yes,116053,49032.0,165085.0
26,Male,Salaried,Married,Graduate,2.0,Yes,No,Yes,55499,46861.0,102360.0
52,Female,Salaried,Single,Graduate,2.0,No,No,No,95427,0.0,95427.0
42,Male,Salaried,Married,Graduate,0.0,No,No,No,59399,0.0,59399.0
39,Male,Business,Married,Graduate,3.0,Yes,No,No,100642,0.0,100642.0
59,Female,Salaried,Married,Post Graduate,3.0,No,No,Yes,37542,77041.0,114583.0
29,Male,Business,Single,Graduate,4.0,No,Yes,Yes,74102,41852.0,115954.0
37,Male,Business,Married,Post Graduate,2.0,No,No,Yes,87010,37354.0,124364.0
29,Female,Business,Married,Graduate,2.0,Yes,No,Yes,116175,36218.0,152393.0
46,Femal,Salaried,Married,Post Graduate,0.0,Yes,Yes,No,34347,0.0,34347.0
34,Female,Business,Married,Graduate,3.0,No,No,Yes,47611,34306.0,81917.0
32,Male,Salaried,Married,Graduate,3.0,No,No,Yes,83882,52215.0,136097.0
50,Female,Salaried,Married,Post Graduate,2.0,No,No,Yes,55177,86350.0,141527.0
56,Male,Business,Married,Graduate,3.0,No,Yes,Yes,114482,29503.0,143985.0
46,Female,Salaried,Single,Post Graduate,4.0,No,No,No,92616,0.0,92616.0
26,Male,Business,Married,Post Graduate,4.0,No,No,No,115257,0.0,115257.0
39,Male,Business,Married,Post Graduate,1.0,Yes,No,Yes,98373,76330.0,174703.0
38,Male,Salaried,Married,Graduate,1.0,No,No,Yes,41004,45916.0,86920.0
22,Female,Business,Married,Post Graduate,0.0,Yes,No,No,65148,0.0,65148.0
57,Female,Salaried,Married,Graduate,4.0,No,No,No,113371,0.0,113371.0
25,Female,Salaried,Single,Post Graduate,2.0,No,No,No,40469,0.0,40469.0
24,Male,Salaried,Married,Graduate,1.0,No,No,Yes,52423,28784.0,81207.0
54,,,Single,Graduate,,No,No,Yes,51522,,
51,Female,Salaried,Married,Graduate,3.0,No,No,Yes,73570,29647.0,103217.0
46,,,Single,Graduate,,Yes,No,No,81104,,
33,,,Single,Post Graduate,,Yes,No,No,106501,,
45,Male,Salaried,Married,Graduate,3.0,No,No,No,32134,0.0,32134.0
25,Female,Salaried,Married,Post Graduate,1.0,No,No,Yes,97799,90774.0,188573.0
45,Female,Business,Married,Graduate,1.0,No,No,Yes,59597,81394.0,140991.0
24,Female,Business,Single,Graduate,1.0,Yes,No,Yes,41662,84907.0,126569.0
49,Male,Salaried,Single,Graduate,1.0,No,No,No,36400,0.0,36400.0
27,Male,Salaried,Married,Graduate,0.0,No,No,No,100288,0.0,100288.0
31,Male,Business,Married,Graduate,3.0,No,No,Yes,96120,77163.0,173283.0
56,Male,Salaried,Single,Graduate,0.0,No,Yes,Yes,44863,39976.0,84839.0
51,Male,Salaried,Single,Graduate,1.0,No,No,No,60622,0.0,60622.0
47,Male,Salaried,Married,Graduate,0.0,No,No,Yes,97290,86976.0,184266.0
41,Male,Salaried,Married,Graduate,2.0,No,No,Yes,95369,68553.0,163922.0
46,Female,Business,Married,Post Graduate,0.0,No,No,Yes,51144,37517.0,88661.0
30,Male,Salaried,Single,Graduate,3.0,No,No,Yes,95213,62855.0,158068.0
33,Female,Salaried,Married,Graduate,4.0,No,No,Yes,48324,51086.0,99410.0
25,Male,Salaried,Single,Graduate,4.0,No,No,No,59554,0.0,59554.0
59,Female,Salaried,Single,Graduate,1.0,No,No,No,57342,0.0,57342.0
46,Male,Business,Married,Graduate,2.0,Yes,Yes,Yes,99530,38617.0,138147.0
43,Male,Business,Married,Graduate,4.0,Yes,No,No,31777,0.0,31777.0
43,Male,Business,Married,Graduate,4.0,No,No,Yes,32288,57958.0,90246.0
55,Male,Salaried,Married,Post Graduate,0.0,Yes,No,No,96045,0.0,96045.0
58,Female,Salaried,Married,Graduate,3.0,No,No,Yes,67588,45418.0,113006.0
58,Female,Business,Married,Graduate,3.0,No,No,No,47825,0.0,47825.0
52,Male,Salaried,Married,Graduate,2.0,Yes,No,Yes,85322,81885.0,167207.0
49,Male,Salaried,Married,Graduate,2.0,Yes,No,No,44653,0.0,44653.0
42,Female,Salaried,Married,Post Graduate,0.0,No,No,Yes,88087,50456.0,138543.0
40,Female,Business,Married,Post Graduate,4.0,No,No,Yes,61559,65113.0,126672.0
58,,,Married,Graduate,,No,No,Yes,74467,,
51,Male,Salaried,Married,Post Graduate,3.0,No,No,Yes,107980,30416.0,138396.0
51,Male,Salaried,Married,Graduate,2.0,No,No,Yes,112254,29435.0,141689.0
32,Female,Salaried,Married,Graduate,0.0,No,No,No,104210,0.0,104210.0
30,Male,Salaried,Married,Graduate,2.0,Yes,No,No,105224,0.0,105224.0
53,Male,Salaried,Single,Graduate,4.0,No,No,Yes,118968,43609.0,162577.0
55,Female,Salaried,Single,Post Graduate,1.0,Yes,No,No,96968,0.0,96968.0
34,Male,Salaried,Single,Graduate,2.0,Yes,No,No,57511,0.0,57511.0
28,Male,Salaried,Married,Graduate,4.0,No,Yes,No,76598,0.0,76598.0
27,Male,Salaried,Married,Post Graduate,0.0,No,No,Yes,41240,88048.0,129288.0
56,Male,Business,Married,Post Graduate,0.0,No,No,No,76428,0.0,76428.0
40,Female,Business,Married,Graduate,1.0,No,No,Yes,34758,37864.0,72622.0
23,Female,Salaried,Married,Graduate,2.0,No,No,Yes,100248,80343.0,180591.0
38,Female,Salaried,Single,Graduate,2.0,No,No,Yes,56399,79968.0,136367.0
49,Male,Salaried,Single,Post Graduate,1.0,No,No,Yes,66184,90874.0,157058.0
49,Female,Salaried,Married,Post Graduate,1.0,No,No,Yes,60369,88418.0,148787.0
30,Female,Salaried,Married,Graduate,4.0,Yes,No,Yes,103046,79613.0,182659.0
28,,,Married,Graduate,,No,No,Yes,100048,,
50,Male,Business,Married,Post Graduate,0.0,No,No,Yes,107772,76860.0,184632.0
22,Male,Business,Married,Post Graduate,3.0,No,No,No,42775,0.0,42775.0
36,Male,Salaried,Married,Post Graduate,0.0,No,No,Yes,113989,41360.0,155349.0
54,Male,Business,Married,Graduate,3.0,No,No,Yes,44148,84242.0,128390.0
25,Female,Salaried,Married,Graduate,4.0,No,No,Yes,103647,78301.0,181948.0
38,Male,Business,Married,Graduate,2.0,No,No,Yes,33687,69823.0,103510.0
42,Male,Salaried,Single,Graduate,2.0,No,No,Yes,35867,53301.0,89168.0
32,Male,Salaried,Single,Post Graduate,0.0,No,No,Yes,86315,65659.0,151974.0
46,Female,Salaried,Married,Graduate,3.0,No,No,Yes,91904,54617.0,146521.0
35,Female,Salaried,Married,Post Graduate,1.0,No,No,Yes,90982,27305.0,118287.0
36,Male,Salaried,Single,Graduate,1.0,No,No,Yes,80251,78743.0,158994.0
24,Female,Business,Married,Graduate,3.0,No,No,Yes,41393,76477.0,117870.0
33,Female,Salaried,Married,Graduate,0.0,No,No,Yes,110626,28602.0,139228.0
58,Male,Salaried,Married,Post Graduate,1.0,No,No,Yes,46679,28145.0,74824.0
34,Male,Business,Single,Graduate,2.0,No,No,Yes,77342,73871.0,151213.0
55,Female,Salaried,Married,Graduate,4.0,No,No,No,33776,0.0,33776.0
50,Female,Salaried,Married,Graduate,4.0,No,No,Yes,110648,60710.0,171358.0
47,Male,Salaried,Married,Graduate,2.0,No,No,Yes,85016,59850.0,144866.0
43,Male,Salaried,Married,Graduate,1.0,No,No,No,76116,0.0,76116.0
24,,,Single,Graduate,,No,No,Yes,52041,,
50,Female,Business,Single,Graduate,1.0,No,No,Yes,99574,47673.0,147247.0
45,Female,Salaried,Married,Graduate,4.0,Yes,No,Yes,81391,41810.0,123201.0
34,Male,Salaried,Single,Graduate,4.0,No,Yes,Yes,103105,50025.0,153130.0
44,Male,Business,Married,Graduate,0.0,No,No,Yes,114435,85820.0,200255.0
30,Female,Salaried,Single,Post Graduate,0.0,No,No,Yes,97092,88021.0,185113.0
24,Male,Business,Married,Graduate,3.0,Yes,No,Yes,87960,91537.0,179497.0
48,Female,Salaried,Married,Graduate,4.0,Yes,No,Yes,49630,79031.0,128661.0
33,Male,Salaried,Single,Post Graduate,1.0,No,No,No,117156,0.0,117156.0
27,Male,Salaried,Married,Graduate,3.0,No,No,No,90355,0.0,90355.0
28,Female,Business,Married,Post Graduate,3.0,No,No,Yes,103540,37088.0,140628.0
59,Male,Salaried,Married,Graduate,4.0,No,No,Yes,92691,49575.0,142266.0
24,Male,Business,Single,Post Graduate,3.0,No,No,No,92652,0.0,92652.0
58,Female,Salaried,Single,Graduate,1.0,No,No,No,70852,0.0,70852.0
56,Male,Salaried,Single,Graduate,0.0,No,No,No,51249,0.0,51249.0
23,Male,Salaried,Married,Graduate,1.0,Yes,No,Yes,42013,44327.0,86340.0
29,Male,Salaried,Married,Post Graduate,4.0,No,No,No,77257,0.0,77257.0
56,,,Married,Graduate,,No,No,Yes,66744,,
28,Male,Business,Single,Post Graduate,1.0,No,Yes,Yes,50771,51877.0,102648.0
42,Male,Salaried,Married,Graduate,2.0,No,Yes,Yes,104168,62396.0,166564.0
38,Male,Business,Married,Post Graduate,1.0,No,No,No,80096,0.0,80096.0
46,Female,Salaried,Married,Graduate,2.0,No,No,No,117508,0.0,117508.0
35,Female,Salaried,Married,Graduate,2.0,No,No,Yes,42154,28008.0,70162.0
28,Female,Business,Married,Graduate,4.0,No,No,No,95029,0.0,95029.0
28,Male,Salaried,Married,Post Graduate,4.0,No,No,Yes,38649,69326.0,107975.0
52,Female,Salaried,Married,Post Graduate,1.0,No,No,Yes,56315,82224.0,138539.0
58,Male,Salaried,Married,Graduate,4.0,No,No,No,37400,0.0,37400.0
54,Male,Salaried,Single,Graduate,3.0,No,Yes,Yes,90323,28311.0,118634.0
58,Female,Salaried,Single,Graduate,0.0,No,No,Yes,53402,41761.0,95163.0
43,Female,Salaried,Married,Graduate,0.0,No,No,No,91382,0.0,91382.0
50,Male,Salaried,Single,Post Graduate,3.0,Yes,Yes,Yes,108482,57124.0,165606.0
40,Femal,Salaried,Married,Graduate,3.0,No,No,No,92417,0.0,92417.0
30,Male,Salaried,Married,Graduate,4.0,No,No,Yes,113397,31839.0,145236.0
24,Female,Salaried,Married,Graduate,2.0,No,No,Yes,91168,37480.0,128648.0
40,,,Married,Graduate,,No,No,No,41403,,
48,Female,Salaried,Married,Graduate,2.0,No,No,No,77260,0.0,77260.0
26,Male,Salaried,Married,Graduate,2.0,No,No,Yes,59259,64933.0,124192.0
41,Female,Business,Married,Post Graduate,1.0,No,No,Yes,72178,55111.0,127289.0
51,Male,Business,Single,Graduate,1.0,No,Yes,No,80140,0.0,80140.0
